0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9
0.941719281,0.940755129,0.940110068,0.937298938,0.933330096,0.931976368,0.927543269,0.917723824,0.907793574
0.917678485,0.91987374,0.91356426,0.913323217,0.907740118,0.903488184,0.906628282,0.900698027,0.894655912
0.999538701,0.999368748,0.999028843,0.999830048,0.891691755,0.929008449,0.946125085,0.962100612,0.980528309
0.999028655,0.996843511,0.996681774,0.994415781,0.996795183,0.991744901,0.99233464,0.988710167,0.982384202
0.722051597,0.726658477,0.714271089,0.707386364,0.696990172,0.683968059,0.67023517,0.661279177,0.647113022
0.704545455,0.712070025,0.717854218,0.720592752,0.7252457,0.730855856,0.733634609,0.742398649,0.749351624
0.746314496,0.759060197,0.759316134,0.758445946,0.761363636,0.759264947,0.76009126,0.757985258,0.75969151
0.997604496,0.998617979,0.997850189,0.851048801,0.873775375,0.894597832,0.919965603,0.942477197,0.967138601
0.916,0.919833333,0.917888889,0.911583333,0.9112,0.902388889,0.891142857,0.880833333,0.856444444
0.854666667,0.861666667,0.856666667,0.852666667,0.843933333,0.839722222,0.820428571,0.813958333,0.783925926
0.998833333,0.999766667,0.9921,0.856933333,0.863466667,0.8856,0.9089,0.930333333,0.950533333
0.992333333,0.993333333,0.992666667,0.992083333,0.991533333,0.991055556,0.992952381,0.988833333,0.990296296
